term,course_subject,course_number,course_name,course_section,prof_name,total_enrollment,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,d_plus,d,f,w,inc,avg_gpa
Fall 2025,MUSIC,151,Major Study in Performance I,PRC1,"LIPSEY, M",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
Fall 2025,MUSIC,151,Major Study in Performance I,VOC1,"KLEIN, D",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Fall 2025,MUSIC,152,Major Study in Performance II,GTR1,"ANDERSON, W",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,1561,Queens College Choral Society,001,"JOHN, J",24,2,14,2,1,2,0,0,0,0,0,0,0,1,2,3.843
Fall 2025,MUSIC,161,Grp Instruct in Upper Strings,001,"DAVIS, S",5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3.72
Fall 2025,MUSIC,164,Group Instruction in Guitar,001,"DAVIS, E",5,3,0,0,0,1,0,0,0,0,0,0,0,1,0,3.75
Fall 2025,MUSIC,167,Group Instruction in Brass,001,"JOHNSON, R",8,1,2,3,0,0,1,1,0,0,0,0,0,0,0,3.513
Fall 2025,MUSIC,171,Sight Singing and Dictation I,002,"MENILLO, G",10,1,1,3,0,3,2,0,0,0,0,0,0,0,0,3.35
Fall 2025,MUSIC,171,Sight Singing and Dictation I,001,"PRASKURNIN, V",7,0,2,2,0,2,0,0,1,0,0,0,0,0,0,3.343
Fall 2025,MUSIC,172,Sight Singing and Dictation II,002,"SCHOBER, D",13,1,4,3,1,4,0,0,0,0,0,0,0,0,0,3.569
Fall 2025,MUSIC,173,"Harmny, Cntrpt & Keyboard I",001,"ANSON-CARTWRIGHT, M",9,0,2,3,1,3,0,0,0,0,0,0,0,0,0,3.489
Fall 2025,MUSIC,173,"Harmny, Cntrpt & Keyboard I",001,"ANSON-CARTWRIGHT, M",9,0,2,3,1,3,0,0,0,0,0,0,0,0,0,3.489
Fall 2025,MUSIC,173,"Harmny, Cntrpt & Keyboard I",002,"CHERNOV, E",11,0,3,1,0,2,4,1,0,0,0,0,0,0,0,3.164
Fall 2025,MUSIC,173,"Harmny, Cntrpt & Keyboard I",002,"CHERNOV, E",11,0,3,1,0,2,4,1,0,0,0,0,0,0,0,3.164
Fall 2025,MUSIC,174,"Hrmny, Cntrpt & Kybrd Sklls II",001,"CHERNOV, E",7,0,2,0,0,4,0,1,0,0,0,0,0,0,0,3.186
Fall 2025,MUSIC,174,"Hrmny, Cntrpt & Kybrd Sklls II",001,"CHERNOV, E",7,0,2,0,0,4,0,1,0,0,0,0,0,0,0,3.186
Fall 2025,MUSIC,174,"Hrmny, Cntrpt & Kybrd Sklls II",002,"NITZBERG, R",10,0,1,2,1,0,2,0,0,0,1,1,0,2,0,2.8
Fall 2025,MUSIC,187,Indiv Stdy Prfrmnce I,VLA1,"WILLIAMS, G",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.85
Fall 2025,MUSIC,244,Baroque Ensemble,001,"MAKI, M",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,247,Western Music History II,001,"HENSON, K",31,4,4,5,11,2,1,1,0,0,0,0,0,2,1,3.493
Fall 2025,MUSIC,248,Individual Study Perform III,FLT2,"ALTHEN-VELAZQUEZ, K",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,BAS1,"KREKELER, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,VOC1,"KLEIN, D",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,OBO1,"CHEN, H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,CLR1,"DOVER, M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,VLN2,"KATZ, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,VLN3,"PHILLIPS, D",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,248,Individual Study Perform III,PNO1,"BRACIC, J",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
Fall 2025,MUSIC,249,Individual Study Perform IV,VOC1,"TOOHEY, J",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,249,Individual Study Perform IV,BAS1,"KREKELER, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,CEL1,"ROSEN, M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,VLN1,"PHILLIPS, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,VOC2,"OVERHOLT, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,TPT1,"HOYT, T",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,CLR1,"DOVER, M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,TBN1,"AVITSUR, H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,FLT1,"ALTHEN-VELAZQUEZ, K",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,ORG1,"KOCH, A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,VOC4,"CROUSE, R",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,251,Major Study in Performance III,VOC1,"KLEIN, D",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.7
Fall 2025,MUSIC,251,Major Study in Performance III,VOC3,"WANNIGMAN, A",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7
Fall 2025,MUSIC,252,Major Study in Performance IV,VOC2,"WANNIGMAN, A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,252,Major Study in Performance IV,SAX1,"RUEDEMAN, T",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,252,Major Study in Performance IV,VOC1,"OVERHOLT, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,2531,Symphonic Wind Ensemble,001,"GRASSO, R",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,2531,Symphonic Wind Ensemble,001,"GRASSO, R",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,2531,Symphonic Wind Ensemble,001,"OBERLE, T",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,2531,Symphonic Wind Ensemble,001,"OBERLE, T",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,254,Treble Choir,001,"THOMAS, J",18,6,6,0,0,0,0,0,0,0,0,0,0,3,3,4.0
Fall 2025,MUSIC,2551,Chamber Mus or Small Ensemble,001,"JOLLEY, D",12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,2551,Chamber Mus or Small Ensemble,002,"ROSEN, M",25,3,16,3,0,2,0,0,0,0,0,0,0,1,0,3.879
Fall 2025,MUSIC,2561,Opera Studio,001,"KIM, Y",17,0,16,0,0,0,0,0,0,1,0,0,0,0,0,3.865
Fall 2025,MUSIC,2561,Opera Studio,001,"KIM, Y",17,0,16,0,0,0,0,0,0,1,0,0,0,0,0,3.865
Fall 2025,MUSIC,2561,Opera Studio,001,"SHEERIN, A",17,0,16,0,0,0,0,0,0,1,0,0,0,0,0,3.865
Fall 2025,MUSIC,2561,Opera Studio,001,"SHEERIN, A",17,0,16,0,0,0,0,0,0,1,0,0,0,0,0,3.865
Fall 2025,MUSIC,2571,Ensemble Related Instruments,PERC,"LIPSEY, M",5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,2571,Ensemble Related Instruments,SAX,"RUEDEMAN, T",9,0,8,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Fall 2025,MUSIC,2571,Ensemble Related Instruments,GUIT,"ANDERSON, W",4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3.925
Fall 2025,MUSIC,2571,Ensemble Related Instruments,BRSS,"JOLLEY, D",12,0,11,0,0,1,0,0,0,0,0,0,0,0,0,3.917
Fall 2025,MUSIC,2591,Orchestra,001,"CHO, Y",44,0,24,10,3,2,1,0,0,0,0,0,0,1,3,3.79
Fall 2025,MUSIC,2591,Orchestra,001,"CHO, Y",44,0,24,10,3,2,1,0,0,0,0,0,0,1,3,3.79
Fall 2025,MUSIC,2591,Orchestra,001,"GRASSO, R",44,0,24,10,3,2,1,0,0,0,0,0,0,1,3,3.79
Fall 2025,MUSIC,2591,Orchestra,001,"GRASSO, R",44,0,24,10,3,2,1,0,0,0,0,0,0,1,3,3.79
Fall 2025,MUSIC,261,Music Child Elem Ed,001,"JOHN, E",24,4,4,3,4,0,0,0,1,1,0,0,0,7,0,3.529
Fall 2025,MUSIC,261,Music Child Elem Ed,002,"JOHN, E",24,4,3,3,1,2,4,1,0,0,0,0,0,6,0,3.417
Fall 2025,MUSIC,266,Vocal Pedagogy,001,"BLYSKAL, E",5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3.94
Fall 2025,MUSIC,267,Introduction Music Education,001,"FIELDS, R",12,4,7,1,0,0,0,0,0,0,0,0,0,0,0,3.975
Fall 2025,MUSIC,268W,The School Choral Program,001,"CALI, C",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.65
Fall 2025,MUSIC,269W,School Instrumental Program,001,"FIELDS, R",5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3.68
Fall 2025,MUSIC,270,Conducting I,001,"JOHN, J",11,3,4,0,1,1,0,0,0,0,0,0,0,0,2,3.811
Fall 2025,MUSIC,271,Sight Singing/Dict III,002,"SAYLOR, B",9,1,5,1,1,0,0,0,0,0,0,0,0,1,0,3.875
Fall 2025,MUSIC,271,Sight Singing/Dict III,001,"BELIVEAU, A",7,1,2,3,0,0,1,0,0,0,0,0,0,0,0,3.686
Fall 2025,MUSIC,272,Sight Singing and Dictation IV,002,"RABINOVITCH, G",13,3,5,4,0,1,0,0,0,0,0,0,0,0,0,3.831
Fall 2025,MUSIC,273,"Hrmny, Cntrpt & Kybrd Skls III",001,"NITZBERG, R",8,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3.338
Fall 2025,MUSIC,273,"Hrmny, Cntrpt & Kybrd Skls III",002,"SCHOBER, D",9,0,1,0,1,1,0,2,2,0,0,0,1,1,0,2.363
Fall 2025,MUSIC,274,"Hrmny, Cntrpt & Kybrd Skls IV",001,"RABINOVITCH, G",10,1,4,1,1,1,0,0,0,0,0,1,1,0,0,3.1
Fall 2025,MUSIC,274,"Hrmny, Cntrpt & Kybrd Skls IV",002,"SCHOBER, D",8,1,1,0,2,1,0,1,0,2,0,0,0,0,0,2.913
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,STRG,"PHILLIPS, D",8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,STRG,"PHILLIPS, D",8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,STRG,"ROSEN, M",8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,STRG,"ROSEN, M",8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,WNDS,"MENDENHALL, J",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,PERC,"LIPSEY, M",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,BRSS,"JOLLEY, D",11,0,10,0,0,1,0,0,0,0,0,0,0,0,0,3.909
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,VCE,"OVERHOLT, S",17,1,14,1,0,0,0,0,0,0,0,1,0,0,0,3.806
Fall 2025,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,PNO,"LICCARDO, J",3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3.767
Fall 2025,MUSIC,286,Practical Accompanying,001,"SCHOBER, D",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,287,Indiv Stdy Prfrmnce III,VOC1,"KLEIN, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,287,Indiv Stdy Prfrmnce III,PNO1,"HONG, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,287,Indiv Stdy Prfrmnce III,VLN1,"PHILLIPS, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,301W,Topics in Musicology,001,"WRIGLEY, R",11,0,1,1,1,3,0,2,0,0,0,0,1,1,1,2.733
Fall 2025,MUSIC,314,Recording Studio Fundamentals,001,"SEGERSON, F",7,0,4,1,1,1,0,0,0,0,0,0,0,0,0,3.714
Fall 2025,MUSIC,317,Songwriting,001,"MERKIN, R",8,0,1,2,0,0,1,0,0,2,0,0,1,1,0,2.5
Fall 2025,MUSIC,329,Composer's Workshop,001,"SAYLOR, B",7,1,5,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Fall 2025,MUSIC,330,Und Composition Tutorial,CMP2,"SCHOBER, D",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,330,Und Composition Tutorial,CMP3,"NICHOLS, J",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,330,Und Composition Tutorial,CMP1,"SAYLOR, B",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.65
Fall 2025,MUSIC,336,Audio and MIDI Sequencing II,001,"MOSS, W",6,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2.88
Fall 2025,MUSIC,339,Film Scoring I,001,"CALANDRA, P",5,0,1,2,0,0,1,0,0,0,0,0,0,0,1,3.525
Fall 2025,MUSIC,340,Digital Record and  Composi I,001,"CALANDRA, P",9,0,4,1,1,1,1,1,0,0,0,0,0,0,0,3.444
Fall 2025,MUSIC,348,Individual Study Perform V,VLN1,"PHILLIPS, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,348,Individual Study Perform V,SAX1,"RUEDEMAN, T",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,348,Individual Study Perform V,VOC1,"NESSINGER, M",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
Fall 2025,MUSIC,348,Individual Study Perform V,VOC2,"WANNIGMAN, A",4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3.35
Fall 2025,MUSIC,349,Individual Study Perform VI,VOC2,"WANNIGMAN, A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,349,Individual Study Perform VI,GTR1,"ANDERSON, W",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,VOC3,"TOOHEY, J",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,VOC2,"OVERHOLT, S",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,FLT1,"MENDENHALL, J",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,PRC1,"LIPSEY, M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,VOC1,"KLEIN, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,TBN1,"AVITSUR, H",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,351,Major Study in Performance V,VLN1,"PHILLIPS, D",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
Fall 2025,MUSIC,352,Major Study in Performance VI,TPT1,"HOYT, T",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,3561,Vocal Ensemble,001,"JOHN, J",20,2,17,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Fall 2025,MUSIC,366,Seminar in the Teaching of Mus,001,"FIELDS, R",6,2,0,0,1,3,0,0,0,0,0,0,0,0,0,3.383
Fall 2025,MUSIC,369,Student Teaching in Music,001,"DAVIS, S",3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3.9
Fall 2025,MUSIC,374,Musical Techniques 20th Cent,001,"SAYLOR, B",10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,377,Musical Form and Analysis,001,"ANSON-CARTWRIGHT, M",11,0,7,3,0,0,0,0,0,0,0,0,0,1,0,3.91
Fall 2025,MUSIC,381,Arrang/Compos School Ensembles,001,"NICHOLS, J",9,3,3,0,1,0,0,0,0,0,0,0,0,0,2,3.9
Fall 2025,MUSIC,387,Indiv Stdy Prfrmnce V,PNO1,"LUO, F",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,387,Indiv Stdy Prfrmnce V,HRN1,"JOLLEY, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,388,Indiv Stdy Prfrmnce VI,VOC1,"BURKOT, L",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,3911,Special Problems,BRSS,"JOLLEY, D",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,3913,Special Problems,BUSI,"MOSSMAN, M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,VLA1,"WILLIAMS, G",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,VOC3,"WANNIGMAN, A",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,VOC2,"TOOHEY, J",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,CEL1,"ROSEN, M",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,VOC1,"OVERHOLT, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,HRN1,"JOLLEY, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,PNO1,"LICCARDO, J",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,451,Major Study in Performance VII,VLN1,"PHILLIPS, D",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
Fall 2025,MUSIC,452,Private Lessons VIII,FLT1,"MENDENHALL, J",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,452,Private Lessons VIII,PNO1,"BRACIC, J",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,606,Queens College Choral Society,001,"JOHN, J",3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,641,Teaching of Instrumental Music,001,"FIELDS, R",7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3.857
Fall 2025,MUSIC,644,Student Teaching in Music,001,"DAVIS, S",10,1,5,3,0,0,0,0,0,0,0,0,0,0,1,3.9
Fall 2025,MUSIC,645,Seminar in Teaching Music: Ele,001,"CALI, C",10,1,4,3,1,0,0,0,0,0,0,0,0,1,0,3.822
Fall 2025,MUSIC,646,Seminar in Teaching Music: Sec,001,"FIELDS, R",4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3.675
Fall 2025,MUSIC,660,General Music in the Secondary,001,"DAVIS, E",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,661,Group Instruction in Upper Str,001,"DAVIS, S",7,0,2,3,2,0,0,0,0,0,0,0,0,0,0,3.671
Fall 2025,MUSIC,666,Vocal Pedagogy,001,"BLYSKAL, E",9,5,2,0,1,0,0,0,0,0,0,0,1,0,0,3.478
Fall 2025,MUSIC,667,Group Instruction in Brass,001,"JOHNSON, R",7,0,3,2,0,1,0,1,0,0,0,0,0,0,0,3.529
Fall 2025,MUSIC,670,Advanced Conducting,001,"KOPPEIS, S",21,14,5,0,1,0,0,0,0,1,0,0,0,0,0,3.857
Fall 2025,MUSIC,678,Intro to Research Mus Educ,001,"CALI, C",20,0,11,7,0,0,0,0,0,0,0,0,0,2,0,3.883
Fall 2025,MUSIC,68,Balinese Gamelan Ensemble,001,"TRUMPY, F",5,1,1,1,0,0,0,0,0,0,0,0,0,2,0,3.9
Fall 2025,MUSIC,689,Topics In Music Education,001,"LIM, J",13,0,7,2,0,1,1,0,1,0,0,0,1,0,0,3.315
Fall 2025,MUSIC,691,Psychology of Music,001,"DAVIS, S",4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Fall 2025,MUSIC,693,Inquiry In Mus Educ,001,"DAVIS, S",9,0,2,1,1,0,0,0,0,0,0,0,0,1,4,3.75
Fall 2025,MUSIC,700,Bibliography & Research Techni,001,"YOM, M",9,4,3,0,0,0,1,0,0,0,0,0,0,1,0,3.838
Fall 2025,MUSIC,701,Writing about Music,001,"SHIRONISHI, R",6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,VOC1,"BURKOT, L",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,PRC1,"LIPSEY, M",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,VOC2,"OVERHOLT, S",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,VLN1,"PHILLIPS, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,HRN1,"JOLLEY, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,CEL1,"ROSEN, M",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,FLT1,"MENDENHALL, J",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,CND1,"CHO, Y",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,CND2,"JOHN, J",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,707,Individual Musical Performance,PNO3,"GOLANDSKY-FRIEDLANDER, E",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,709,Indiv Musical Performance III,VLA1,"WILLIAMS, G",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,709,Indiv Musical Performance III,FLT1,"MENDENHALL, J",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,709,Indiv Musical Performance III,PNO1,"HONG, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,709,Indiv Musical Performance III,VOC1,"BURKOT, L",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,71,Basic Mus:Ss & Dict,001,"CHOI, H",17,5,6,4,0,1,1,0,0,0,0,0,0,0,0,3.794
Fall 2025,MUSIC,714,Recording Studio Fundamentals,001,"SEGERSON, F",7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,3.671
Fall 2025,MUSIC,717,Songwriting,001,"MERKIN, R",6,2,2,1,0,0,0,0,0,0,0,0,0,1,0,3.94
Fall 2025,MUSIC,721,Music Business,001,"MOSSMAN, M",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,729,Private Lessons  Composition I,CMP1,"SAYLOR, B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,73,Basic Mus:Theory,001,"CHERNOV, E",18,3,0,0,3,1,3,0,2,1,0,0,3,2,0,2.419
Fall 2025,MUSIC,731,Private Lesson Composition III,CMP1,"NICHOLS, J",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,731,Private Lesson Composition III,CMP2,"SAYLOR, B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,736,Audio and MIDI Sequencing II,001,"MOSS, W",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7
Fall 2025,MUSIC,739,Film Scoring I,001,"CALANDRA, P",8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3.963
Fall 2025,MUSIC,74,Piano Skills I,001,"CHOI, H",12,6,3,1,0,1,0,0,0,0,0,0,1,0,0,3.558
Fall 2025,MUSIC,74,Piano Skills I,002,"NITZBERG, R",11,0,0,2,2,0,3,0,0,1,0,1,0,2,0,2.756
Fall 2025,MUSIC,740,Digital Recordin&Composition I,001,"CALANDRA, P",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,747,String Repertory,STRG,"PHILLIPS, D",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.85
Fall 2025,MUSIC,747,String Repertory,STRG,"PHILLIPS, D",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.85
Fall 2025,MUSIC,747,String Repertory,STRG,"ROSEN, M",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.85
Fall 2025,MUSIC,747,String Repertory,STRG,"ROSEN, M",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.85
Fall 2025,MUSIC,748,Woodwind Repertory,WNDS,"MENDENHALL, J",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,749,Brass Repertory,BRSS,"JOLLEY, D",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2025,MUSIC,75,Piano Skills II,001,"NITZBERG, R",11,0,1,2,1,2,3,0,0,0,0,2,0,0,0,2.8
