term,course_subject,course_number,course_name,course_section,prof_name,total_enrollment,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,d_plus,d,f,w,inc,avg_gpa
Fall 2022,ENGL,110,College Writing I,SK1,"WOZNIAK, S",21,0,0,0,0,2,4,1,2,3,0,5,0,3,0,1.953
Fall 2022,ENGL,110,College Writing I,SK4,"KHAN, A",21,1,0,0,1,2,1,0,0,0,0,1,5,3,0,1.545
Fall 2022,ENGL,130,Writing about Literature Eng,SK14,"ASHRAF, S",20,1,14,4,1,0,0,0,0,0,0,0,0,0,0,3.905
Fall 2022,ENGL,130,Writing about Literature Eng,7,"NDUKA, U",24,0,12,4,4,1,0,0,0,0,0,0,0,3,0,3.762
Fall 2022,ENGL,130,Writing about Literature Eng,13,"HOUSSEAS, E",25,4,9,4,4,0,0,1,0,0,0,0,0,3,0,3.741
Fall 2022,ENGL,130,Writing about Literature Eng,6,"LACKER, W",23,1,10,2,3,2,1,0,0,0,0,0,0,3,1,3.684
Fall 2022,ENGL,130,Writing about Literature Eng,14,"NICOLOSI, L",25,6,0,8,4,1,0,1,0,1,0,0,0,4,0,3.514
Fall 2022,ENGL,130,Writing about Literature Eng,3,"SHIN, D",24,3,9,3,5,0,1,0,1,0,0,0,1,1,0,3.491
Fall 2022,ENGL,130,Writing about Literature Eng,4,"SCHNUR, K",25,2,4,5,4,4,1,2,1,0,0,0,0,2,0,3.348
Fall 2022,ENGL,130,Writing about Literature Eng,11,"GARCIA, K",25,2,3,4,4,3,1,1,0,0,0,0,1,6,0,3.263
Fall 2022,ENGL,130,Writing about Literature Eng,9,"RENSIN, E",26,0,1,4,5,5,1,2,2,0,0,0,0,5,0,3.08
Fall 2022,ENGL,130,Writing about Literature Eng,2,"DEB, B",26,3,1,6,3,2,2,2,3,1,0,0,1,1,0,2.992
Fall 2022,ENGL,130,Writing about Literature Eng,5,"RILEY, T",26,0,5,4,0,6,0,0,1,0,0,2,1,7,0,2.989
Fall 2022,ENGL,130,Writing about Literature Eng,12,"MERIC, A",22,0,4,3,2,4,2,2,0,0,0,0,3,2,0,2.785
Fall 2022,ENGL,130,Writing about Literature Eng,10,"SCHWARTZ, S",25,1,0,1,1,2,2,2,3,0,0,0,0,13,0,2.75
Fall 2022,ENGL,130,Writing about Literature Eng,8,"SCHWARTZ, S",24,0,1,1,2,2,1,4,2,5,0,1,1,4,0,2.285
Fall 2022,ENGL,130,Writing about Literature Eng,SK16,"SINGH, P",12,0,1,0,0,1,1,3,2,1,0,2,1,0,0,2.025
Fall 2022,ENGL,130,Writing about Literature Eng,SK15,"OLIVEIRA, M",10,0,0,1,0,1,1,2,1,1,0,1,2,0,0,1.87
Fall 2022,ENGL,151,Readings in British Literature,3,"CARPENTER, C",34,0,13,0,0,7,0,0,3,3,0,0,0,8,0,3.235
Fall 2022,ENGL,151,Readings in British Literature,2,"ZIMROTH, E",35,0,4,4,3,14,4,1,0,0,0,0,0,5,0,3.193
Fall 2022,ENGL,151,Readings in British Literature,4,"HIZME, R",35,0,6,1,6,4,6,3,2,0,0,1,0,6,0,3.021
Fall 2022,ENGL,151,Readings in British Literature,1,"ZIMROTH, E",35,0,3,3,2,7,10,3,0,1,0,0,0,6,0,2.976
Fall 2022,ENGL,152,Readings American Literature,6,"RILEY, T",36,3,15,7,0,1,1,0,4,0,0,0,0,5,0,3.6
Fall 2022,ENGL,152,Readings American Literature,5,"PASLAWSKI, M",35,5,10,4,5,0,2,1,1,0,0,1,0,6,0,3.517
Fall 2022,ENGL,152,Readings American Literature,7,"LEHMAN, E",34,0,6,2,3,9,1,0,4,0,0,0,0,9,0,3.16
Fall 2022,ENGL,152,Readings American Literature,4,"SIRLIN, R",35,0,2,8,2,9,5,3,1,0,0,0,0,5,0,3.12
Fall 2022,ENGL,157,Readings in Global Literatures,1,"FISK, G",35,0,17,9,2,1,0,2,0,0,0,0,0,4,0,3.726
Fall 2022,ENGL,161,Introduction to Narrative,1,"GOLDSTEIN LEHNERT, S",35,7,20,3,2,1,0,0,0,0,0,1,0,1,0,3.815
Fall 2022,ENGL,162,Literature and Place,1,"PINDLING, M",35,6,7,4,2,4,1,2,1,1,0,3,3,1,0,2.924
Fall 2022,ENGL,162,Literature and Place,2,"CASTILLO, G",34,8,6,3,1,6,0,1,0,0,0,4,4,0,0,2.87
Fall 2022,ENGL,241,Text in Its Historical Moment,3,"BOWEN, B",20,0,2,1,3,3,2,0,0,0,0,0,0,6,3,3.273
Fall 2022,ENGL,241,Text in Its Historical Moment,2,"MORELAND, W",25,0,5,6,4,0,3,1,0,1,0,0,1,3,0,3.214
Fall 2022,ENGL,241,Text in Its Historical Moment,1,"MORELAND, W",21,0,3,5,6,2,1,0,0,0,0,1,1,0,2,3.158
Fall 2022,ENGL,241,Text in Its Historical Moment,4,"MORELAND, W",17,1,2,2,3,2,4,0,0,0,0,1,0,2,0,3.14
Fall 2022,ENGL,242,Literary History,2,"SARGENT, M",19,0,3,3,2,5,1,2,1,0,0,0,0,2,0,3.176
Fall 2022,ENGL,242,Literary History,1,"SARGENT, M",16,0,2,1,1,3,0,2,1,0,0,0,0,5,1,3.06
Fall 2022,ENGL,243,Genre,1,"BLACK, R",25,0,10,6,3,4,0,0,0,0,0,0,0,1,1,3.657
Fall 2022,ENGL,243,Genre,2,"PEREZ, V",25,0,7,3,1,6,2,0,2,0,0,0,1,1,2,3.173
Fall 2022,ENGL,244,Theory,4,"CHU, S",26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,244,Theory,3,"CASSVAN, J",14,3,5,2,1,0,1,0,0,0,0,0,0,2,0,3.783
Fall 2022,ENGL,244,Theory,1,"ALRYYES, A",14,1,0,4,3,1,0,3,0,0,0,0,0,2,0,3.217
Fall 2022,ENGL,244,Theory,2,"ALRYYES, A",15,0,1,2,2,2,1,0,1,0,0,0,0,6,0,3.189
Fall 2022,ENGL,304,Poetry Workshop,1,"SEDARAT, R",18,0,17,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Fall 2022,ENGL,312,"Medieval Literature, 1100-1500",1,"KRUGER, S",28,2,6,3,4,5,0,3,0,0,0,1,0,4,0,3.3
Fall 2022,ENGL,314,VT: Studies in Popular Genres,1,"CHU, S",29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,318,Modernisms,1,"MAK, C",27,0,10,4,3,3,3,1,0,0,0,0,0,2,1,3.504
Fall 2022,ENGL,324,Victorian Poetry and Prose,1,"DRURY, A",21,0,3,9,3,0,1,1,0,1,0,0,0,3,0,3.439
Fall 2022,ENGL,329,Young Adult Literature,1,"HINTZ, C",28,1,8,6,1,2,0,0,0,0,0,3,0,5,2,3.357
Fall 2022,ENGL,332,Shakespeare I,1,"KEMP, S",25,7,5,1,0,2,0,3,0,0,0,1,0,6,0,3.453
Fall 2022,ENGL,348,The Early Black Atlantic,1,"FAHERTY, D",21,2,4,2,4,1,0,0,0,2,0,0,0,6,0,3.4
Fall 2022,ENGL,355,African American Literature II,1,"WEEKES, O",25,0,2,7,6,2,0,1,0,0,0,0,0,4,3,3.444
Fall 2022,ENGL,363,VT: Global Literatures in Engl,1,"FISK, G",28,0,13,3,1,3,1,0,2,0,0,0,0,4,1,3.57
Fall 2022,ENGL,636,History of Literary Criticism,1,"CASSVAN, J",11,1,7,0,0,1,0,0,0,0,0,0,1,1,0,3.5
Fall 2022,ENGL,639,Studies in Poetry,1,"COOLEY, N",11,3,5,0,0,1,0,0,0,0,0,0,0,2,0,3.889
Fall 2022,ENGL,701,Seminar in Grad Methodology,1,"MILLER, H",13,1,4,3,0,0,0,1,1,0,0,0,0,2,1,3.54
Fall 2022,ENGL,726,Vt:Early Amer Lit,1,"FAHERTY, D",11,0,9,2,0,0,0,0,0,0,0,0,0,0,0,3.945
Fall 2022,ENGL,733,Asian American Literature,1,"HONG, C",16,2,10,2,2,0,0,0,0,0,0,0,0,0,0,3.875
Fall 2022,ENGL,742,Studies in Shakespeare's Plays,1,"KEMP, S",10,3,3,1,0,1,0,0,0,0,0,0,1,1,0,3.411
Fall 2022,ENGL,751,Workshop in Fiction,1,"WEIR, J",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,781,Special Seminars,1,"CHU, S",20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,793,Teaching College Writing,1,"WAN, A",11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,1151,VT: Topics In Writing,1,"BENAVIDEZ, R",10,4,1,0,0,0,0,0,0,0,0,0,0,5,0,4.0
Fall 2022,ENGL,1151,VT: Topics In Writing,NAV1,"SIMON, H",10,0,8,1,0,0,0,0,0,0,0,0,0,1,0,3.967
Fall 2022,ENGL,1152,VT: Topics in Writing,1,"KIM, S",10,4,2,0,1,1,1,0,0,0,0,0,0,0,0,3.667
Fall 2022,ENGL,110H,College Writing I,1,"HEBERT, P",18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,110H,College Writing I,2,"GOODMAN, M",21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,110H,College Writing I,5,"NICOLOSI, L",19,9,5,5,0,0,0,0,0,0,0,0,0,0,0,3.921
Fall 2022,ENGL,110H,College Writing I,3,"ALTMAN, M",20,0,4,9,4,1,0,0,0,0,0,0,0,2,0,3.639
Fall 2022,ENGL,110H,College Writing I,4,"GOLDHABER, S",19,0,4,8,5,0,1,0,0,0,0,0,0,1,0,3.6
Fall 2022,ENGL,151W,Readings in British Literature,2,"RADEN, A",25,1,8,6,0,3,0,0,0,0,0,0,1,5,1,3.537
Fall 2022,ENGL,151W,Readings in British Literature,3,"MAROTTA, R",25,0,10,3,4,2,1,0,2,0,0,0,0,3,0,3.5
Fall 2022,ENGL,151W,Readings in British Literature,1,"CARPENTER, C",25,0,8,0,0,4,2,0,2,2,0,1,3,2,1,2.627
Fall 2022,ENGL,152W,Readings American Literature,2,"HEBERT, P",26,0,19,3,2,1,0,0,0,0,0,0,0,1,0,3.868
Fall 2022,ENGL,152W,Readings American Literature,QI1,"GARGANOURAKIS, I",29,0,18,5,4,1,1,0,0,0,0,0,0,0,0,3.772
Fall 2022,ENGL,152W,Readings American Literature,1,"MARKBREITER, C",25,0,9,13,3,0,0,0,0,0,0,0,0,0,0,3.76
Fall 2022,ENGL,152W,Readings American Literature,QI2,"HICKS, B",27,0,3,5,7,6,1,1,2,1,0,0,0,1,0,3.165
Fall 2022,ENGL,152W,Readings American Literature,3,"AYAZ, O",25,0,10,1,3,2,0,0,1,1,0,3,2,2,0,2.883
Fall 2022,ENGL,157W,Readings in Global Literatures,2,"RUBIN, J",26,0,13,2,1,3,0,1,1,0,0,0,0,5,0,3.619
Fall 2022,ENGL,157W,Readings in Global Literatures,1,"KAPUSCINSKI, S",25,0,10,0,2,5,2,0,0,0,0,1,0,5,0,3.4
Fall 2022,ENGL,157W,Readings in Global Literatures,3,"PERSAUD, N",25,1,1,6,5,3,1,0,1,1,0,0,0,6,0,3.268
Fall 2022,ENGL,157W,Readings in Global Literatures,4,"LEHMAN, E",25,0,5,0,6,2,1,0,3,1,0,1,4,2,0,2.487
Fall 2022,ENGL,161W,Introduction to Narrative,1,"GARCIA, K",26,4,7,4,5,2,1,0,0,0,0,0,0,3,0,3.652
Fall 2022,ENGL,162W,Literature and Place,3,"DIMAGGIO, D",25,4,18,0,2,0,0,0,0,0,0,0,0,1,0,3.942
Fall 2022,ENGL,162W,Literature and Place,5,"CORNETTA, J",25,13,8,2,0,0,0,0,0,1,0,0,0,1,0,3.879
Fall 2022,ENGL,162W,Literature and Place,6,"KEANE, A",35,0,18,6,2,0,0,0,4,0,0,0,0,5,0,3.627
Fall 2022,ENGL,162W,Literature and Place,1,"NDUKA, U",25,0,10,7,2,0,0,0,0,0,0,2,0,4,0,3.548
Fall 2022,ENGL,162W,Literature and Place,2,"RILEY, T",25,1,7,6,1,1,0,0,0,0,0,1,1,6,0,3.417
Fall 2022,ENGL,162W,Literature and Place,4,"PAPA, K",25,0,4,2,7,5,3,2,0,0,0,0,0,2,0,3.226
Fall 2022,ENGL,162W,Literature and Place,SK9,"MORGAN, P",14,0,1,0,0,4,0,1,0,0,0,0,0,8,0,3.05
Fall 2022,ENGL,162W,Literature and Place,SK8,"BLACKMAN-RICHARDS, N",26,2,3,4,0,3,2,1,1,2,0,0,2,6,0,2.845
Fall 2022,ENGL,162W,Literature and Place,7,"PINDLING, M",23,5,5,0,1,0,1,0,0,1,0,2,3,5,0,2.761
Fall 2022,ENGL,165W,Introduction to Poetry,2,"NORTON, L",25,0,12,7,0,1,2,0,0,0,0,0,0,3,0,3.741
Fall 2022,ENGL,165W,Introduction to Poetry,4,"NDUKA, U",25,0,10,4,5,0,0,0,0,0,0,0,2,4,0,3.395
Fall 2022,ENGL,165W,Introduction to Poetry,5,"CURRIE, E",25,4,5,6,2,0,0,0,0,1,0,1,1,4,1,3.375
Fall 2022,ENGL,165W,Introduction to Poetry,1,"ZIMROTH, E",25,0,5,5,5,5,3,1,0,0,0,0,0,1,0,3.35
Fall 2022,ENGL,165W,Introduction to Poetry,3,"DEB, B",25,2,8,4,4,1,1,0,0,0,0,1,4,0,0,2.988
Fall 2022,ENGL,165W,Introduction to Poetry,6,"LEHMAN, E",25,0,5,2,6,1,1,2,0,0,0,0,4,4,0,2.738
Fall 2022,ENGL,170W,Introduction to Literary Study,2,"FISK, G",21,0,9,9,0,1,0,0,0,0,0,0,0,2,0,3.805
Fall 2022,ENGL,170W,Introduction to Literary Study,4,"WANG, J",24,0,7,9,1,3,2,1,0,0,0,0,1,0,0,3.388
Fall 2022,ENGL,170W,Introduction to Literary Study,3,"MOORE, C",16,2,1,4,1,1,0,0,0,2,0,1,0,4,0,3.125
Fall 2022,ENGL,170W,Introduction to Literary Study,1,"FERGUSON, K",24,0,5,5,5,1,1,1,0,1,0,0,2,3,0,3.081
Fall 2022,ENGL,200W,Writing about Writing,1,"ALVAREZ, S",16,8,4,3,0,1,0,0,0,0,0,0,0,0,0,3.881
Fall 2022,ENGL,200W,Writing about Writing,2,"LARSSON, A",20,5,6,1,0,1,1,0,1,1,0,0,1,3,0,3.359
Fall 2022,ENGL,201W,VT: Writing for Special Fields,1,"ALBRACHT, L",20,1,12,1,3,1,0,1,0,0,0,0,0,1,0,3.732
Fall 2022,ENGL,201W,VT: Writing for Special Fields,2,"BOWEN, B",21,0,0,5,8,4,0,0,0,0,0,0,0,2,2,3.347
Fall 2022,ENGL,210W,Intro Creative Writing,4,"WEIR, J",19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fall 2022,ENGL,210W,Intro Creative Writing,5,"WEIR, J",18,12,3,0,0,0,0,0,0,0,0,0,0,3,0,4.0
Fall 2022,ENGL,210W,Intro Creative Writing,2,"BLACK, R",18,0,14,1,0,3,0,0,0,0,0,0,0,0,0,3.817
Fall 2022,ENGL,210W,Intro Creative Writing,7,"PASLAWSKI, M",18,0,15,0,0,0,0,2,0,0,0,0,0,0,1,3.8
Fall 2022,ENGL,210W,Intro Creative Writing,1,"BLACK, R",18,0,9,2,1,2,0,0,0,0,0,0,0,3,1,3.764
Fall 2022,ENGL,210W,Intro Creative Writing,8,"SUZUKI, R",18,0,9,3,2,1,0,0,0,1,0,0,0,2,0,3.65
Fall 2022,ENGL,210W,Intro Creative Writing,3,"PASLAWSKI, M",18,0,7,5,2,1,1,1,0,0,0,0,1,0,0,3.394
Fall 2022,ENGL,210W,Intro Creative Writing,6,"PINDLING, M",18,7,2,2,3,0,1,1,0,0,0,1,1,0,0,3.294
Fall 2022,ENGL,211W,Introduction to Writing Nonfic,1,"HOPPER, B",17,1,11,2,1,0,0,0,0,0,0,0,0,2,0,3.913
Fall 2022,ENGL,211W,Introduction to Writing Nonfic,4,"SIMON, H",18,0,11,2,1,1,0,0,0,0,0,0,0,3,0,3.847
Fall 2022,ENGL,211W,Introduction to Writing Nonfic,3,"SHERMAN, B",18,2,9,5,0,0,1,0,0,0,0,0,0,1,0,3.835
Fall 2022,ENGL,211W,Introduction to Writing Nonfic,2,"HOPPER, B",17,1,6,7,1,0,0,0,0,0,0,0,0,2,0,3.813
Fall 2022,ENGL,211W,Introduction to Writing Nonfic,5,"HYATT, F",18,0,10,4,0,1,0,0,1,0,0,0,0,2,0,3.738
Fall 2022,ENGL,301W,Fiction Workshop,1,"KIM, C",18,0,8,3,3,1,0,1,0,1,0,0,1,0,0,3.333
Fall 2022,ENGL,303W,Non-fiction Workshop,1,"TOUGAW, J",13,0,4,4,0,1,1,0,1,0,0,0,0,2,0,3.5
Fall 2022,ENGL,368W,VT: Irish Literature,1,"CASSVAN, J",23,3,4,4,3,1,1,0,0,0,0,0,0,2,5,3.65
Fall 2022,ENGL,391W,Vt: Senior Semi in Lit,1,"MAK, C",15,0,8,1,1,1,1,0,0,0,0,0,0,2,1,3.725
Fall 2022,ENGL,391W,Vt: Senior Semi in Lit,3,"MOORE, C",16,2,3,5,1,1,1,1,0,0,0,0,0,2,0,3.557
Fall 2022,ENGL,391W,Vt: Senior Semi in Lit,2,"SCHAFFER, T",15,0,5,5,1,2,1,1,0,0,0,0,0,0,0,3.52
Fall 2022,ENGL,399W,Department Honors Seminar,2,"ORCHARD, W",14,5,7,0,1,0,0,0,0,0,0,0,0,1,0,3.946
Fall 2022,ENSCI,99,Guide to Environmental Choices,1,"BLANFORD, W",107,2,21,16,19,12,6,4,5,2,0,4,3,11,0,3.114
Fall 2022,ENSCI,99,Guide to Environmental Choices,2,"RAMADHIN, C",92,8,10,7,9,9,6,7,7,1,0,8,6,9,0,2.7
Fall 2022,ENSCI,99,Guide to Environmental Choices,1A,"SHALKOWSKI, A",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,1B,"SHALKOWSKI, A",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,1C,"FELTZ, A",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,1D,"HARALAMBOU, A",17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,1E,"RAHMAN, M",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,1F,"HARALAMBOU, A",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,2A,"FELTZ, A",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,2B,"BROWN, M",13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,2C,"WILSON, R",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,2D,"HUMPHRIES, G",13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,2E,"BROWN, M",16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0
Fall 2022,ENSCI,99,Guide to Environmental Choices,2F,"HUMPHRIES, G",15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,1,"O'MULLAN, G",109,1,13,7,7,12,14,10,11,4,0,14,2,12,0,2.575
Fall 2022,ENSCI,100,Our Planet In 21st Century,2,"HELMAN, M",17,0,2,1,2,1,2,0,2,0,0,2,1,3,1,2.515
Fall 2022,ENSCI,100,Our Planet In 21st Century,1A,"SINGER, J",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,1B,"WEERASINGHE, K",19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,1C,"CLEMENTS, L",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,1D,"CLEMENTS, L",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,1E,"STOETH, A",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,1F,"WILLIAMS, L",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,100,Our Planet In 21st Century,2A,"HELMAN, M",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0
Fall 2022,ENSCI,112,Our Changing Planet,1,"BLANFORD, W",107,4,5,10,15,11,12,9,7,2,0,18,2,6,0,2.568
Fall 2022,ENSCI,200,Earth System Science,1,"BIRD, J",10,0,3,0,2,2,0,1,0,0,0,0,0,2,0,3.363
Fall 2022,ENSCI,383,Vt: Spec Tops Ensci,2,"GREENFIELD, D",12,0,5,2,1,1,0,1,1,1,0,0,0,0,0,3.308
Fall 2022,ENSCI,383,Vt: Spec Tops Ensci,1,"GOLD, H",16,0,1,2,3,2,1,3,2,0,0,0,0,2,0,2.921
Fall 2022,ENSCI,373W,Environmental Problem Solving,1,"O'MULLAN, G",24,0,7,6,5,4,0,1,0,0,0,0,0,1,0,3.522
Fall 2022,EURO,120,Writing European Lit & Culture,4,"ATTAR, K",26,0,13,3,4,0,0,0,3,0,0,0,0,3,0,3.578
Fall 2022,EURO,120,Writing European Lit & Culture,2,"CLOAREC, Y",24,0,5,3,3,8,0,0,1,0,0,0,0,3,0,3.35
Fall 2022,EURO,120,Writing European Lit & Culture,3,"CLOAREC, Y",26,0,5,10,3,1,1,0,0,2,0,0,1,3,0,3.304
Fall 2022,EURO,120,Writing European Lit & Culture,1,"CARR, N",24,1,3,3,1,0,1,0,2,3,0,0,1,9,0,2.813
Fall 2022,FNES,10,Intro Skill Assessment,1,"HOOVER, R",22,0,11,1,3,5,0,0,0,0,0,0,0,2,0,3.63
Fall 2022,FNES,10,Intro Skill Assessment,2,"LEMANCZYK, M",17,2,2,3,2,8,0,0,0,0,0,0,0,0,0,3.394
Fall 2022,FNES,12,Team Sports,4,"LEE, C",23,0,18,5,0,0,0,0,0,0,0,0,0,0,0,3.935
Fall 2022,FNES,12,Team Sports,3,"LEE, C",23,0,20,2,0,0,0,0,1,0,0,0,0,0,0,3.887
Fall 2022,FNES,12,Team Sports,2,"HOOVER, R",25,5,12,1,4,2,0,0,0,0,0,0,0,1,0,3.788
Fall 2022,FNES,12,Team Sports,6,"FLEMING, L",24,3,5,1,0,3,2,0,6,1,0,1,0,2,0,2.945
Fall 2022,FNES,13,Dance,2,"OSBORNE, H",18,0,6,7,2,0,0,0,0,0,0,0,0,3,0,3.767
Fall 2022,FNES,14,Individual Sports,2,"OSBORNE, H",18,3,12,1,0,0,0,0,0,0,0,0,0,2,0,3.981
Fall 2022,FNES,14,Individual Sports,1,"OSBORNE, H",19,1,13,1,1,0,0,0,0,0,0,0,0,3,0,3.938
Fall 2022,FNES,14,Individual Sports,3,"CASSANDRO, K",24,8,8,5,2,0,0,0,0,0,0,0,0,1,0,3.874
Fall 2022,FNES,14,Individual Sports,9,"FLEMING, L",19,0,1,1,1,2,0,2,2,1,0,0,0,8,1,2.73
Fall 2022,FNES,14,Individual Sports,10,"FLEMING, L",16,0,1,1,4,1,1,1,2,0,0,3,2,0,0,2.244
Fall 2022,FNES,15,Aquatics,1,"TEKVERK, L",19,9,4,1,1,1,1,0,1,0,0,0,0,1,0,3.706
Fall 2022,FNES,30,Fitness Through Diet,5,"LEMONDA, T",15,0,9,1,0,3,0,0,0,0,0,0,0,2,0,3.746
Fall 2022,FNES,30,Fitness Through Diet,1,"DIGREGORIO, J",27,2,9,0,5,4,0,0,2,0,0,0,0,0,0,3.477
Fall 2022,FNES,101,The Science of Foods,LEC,"CHOI, S",120,21,39,21,9,8,5,4,3,1,0,4,2,3,0,3.468
Fall 2022,FNES,101,The Science of Foods,M-LB,"REGANATO, L",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
Fall 2022,FNES,101,The Science of Foods,MMLB,"MORAN, P",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
Fall 2022,FNES,101,The Science of Foods,R-LB,"BIONDI, M",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
Fall 2022,FNES,101,The Science of Foods,S-LB,"AROUGHETI, J",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
Fall 2022,FNES,101,The Science of Foods,W-LB,"MORAN, P",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0
Fall 2022,FNES,104,Aspects Of Foods,1,"CIUFFO, L",43,14,14,9,1,2,0,0,0,0,0,1,0,1,1,3.795
Fall 2022,FNES,105,Food Sustainability: Food Sys,1-LB,"HELFAND, S",20,0,3,7,2,2,0,0,1,0,0,0,0,3,1,3.5
Fall 2022,FNES,105,Food Sustainability: Food Sys,LEC,"HELFAND, S",22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0
Fall 2022,FNES,106,Intro Fam & Cons Sci,1,"FALLER, M",45,14,15,3,1,6,0,0,4,0,0,1,0,1,0,3.577
Fall 2022,FNES,121,Textiles,1,"KILLEANEY, R",13,1,2,2,0,4,1,1,0,1,0,0,0,0,0,3.175
Fall 2022,FNES,126,Apparel Science I,1,"GALANTE, A",11,1,1,1,3,3,0,0,0,0,0,0,0,2,0,3.4
Fall 2022,FNES,140,Child Development/Parenting,1,"REECE, K",37,25,1,3,2,0,0,1,0,1,0,1,2,0,1,3.519
Fall 2022,FNES,143,Fundamental Motor Skills,1,"KOLB, C",21,0,3,2,2,5,3,2,2,0,0,0,0,2,0,3.037
Fall 2022,FNES,146,Sport Skill Analysis,1,"LEE, C",14,1,4,3,0,5,0,0,0,0,0,0,0,1,0,3.546
Fall 2022,FNES,147,Family Relations,2,"RIINA, E",51,18,17,3,2,3,1,4,1,0,0,0,1,1,0,3.612
Fall 2022,FNES,147,Family Relations,1,"LOMBARDI, L",51,3,10,6,2,5,7,1,3,0,0,0,5,3,0,2.929
Fall 2022,FNES,147,Family Relations,3,"RIINA, E",50,7,5,1,3,8,3,2,5,2,0,2,3,8,0,2.773
Fall 2022,FNES,151,Families as Consumers,1,"RENZ, A",18,7,2,0,1,0,1,0,1,0,0,0,0,4,2,3.667
Fall 2022,FNES,153,Individual and Family Finances,1,"KELLY, C",27,0,2,7,7,5,1,3,1,0,0,0,0,1,0,3.215
Fall 2022,FNES,156,Interior Design,1,"ZHAO, R",17,0,10,3,2,0,0,0,0,0,0,1,0,1,0,3.669
Fall 2022,FNES,160,Principles/Foundations of P.E,1,"FLEMING, L",35,2,2,2,6,10,3,2,2,1,0,1,0,4,0,2.987
Fall 2022,FNES,163,General Nutrition,2,"GALLUCCI, M",59,19,18,9,5,4,3,0,0,1,0,0,0,0,0,3.722
Fall 2022,FNES,163,General Nutrition,3,"PRICE, M",59,0,32,7,7,3,2,2,1,0,0,1,2,2,0,3.491
Fall 2022,FNES,163,General Nutrition,4,"CIUFFO, L",59,7,10,19,7,9,0,0,1,1,0,2,1,1,0,3.405
Fall 2022,FNES,163,General Nutrition,1,"GALLUCCI, M",59,5,11,2,7,14,3,5,3,1,0,0,0,6,2,3.212
Fall 2022,FNES,200,Princ Food Safety & Sanitation,1,"ABDELNABI, H",24,0,7,8,2,2,2,0,1,0,0,0,0,2,0,3.527
